row,dam,lat,lng,status,detail,search_radius,raw_ids
268,衣川3号,39.02291697,141.03257756,ok,cont-2:id=2368(N3_vas_ap),,[2368]
269,上大沢,38.7977971,140.63891509,ok,cont-4:id=2416(Q1-21_sn),,[2416]
270,長沼,38.71077947,141.14716037,ok,cont-2:id=2361(N3_sns); cont-5:id=1883(H_sad),500,[1883]
271,花山（元）,38.78003418,140.86897216,ok,cont-2:id=1949(N1_vis_al),,[1949]
272,花山（再）,38.78003418,140.86897216,ok,cont-2:id=1949(N1_vis_al),,[1949]
273,栗駒,38.90740356,140.91884649,ok,cont-2:id=2082(N3_vis_al),,[2082]
274,岩堂沢,38.69664865,140.63846592,ok,cont-4:id=2107(Q12_vas_al),,[2107]
275,筒砂子,38.58310966,140.64469679,ok,cont-2:id=2359(N1_vas_al),,[2359]
276,嘉太神,38.46832503,140.76476857,ok,cont-4:id=2345(Q11_vas_al),,[2345]
277,牛野,38.47935246,140.81158837,ok,cont-4:id=2371(Q11_vas_ap),500,"[2371, 2345]"
278,孫沢溜池,38.60665427,140.81778727,ok,cont-4:id=2336(Q2_vas_ap); cont-5:id=1406(Q32-33_std),500,"[2336, 1406]"
279,花川,38.4966522,140.77278164,ok,cont-4:id=2371(Q11_vas_ap),,[2371]
280,南川,38.43473174,140.82148638,ok,cont-4:id=2371(Q11_vas_ap),,[2371]
281,二ツ石,38.63759743,140.65646598,ok,cont-2:id=2359(N1_vas_al),,[2359]
282,保野川,38.51415816,140.745864,ok,cont-4:id=2371(Q11_vas_ap),,[2371]
283,宮床,38.38693614,140.82225625,ok,cont-2:id=2024(N2_vis_al),,[2024]
284,南川鞍部,38.4271142,140.82455611,ok,cont-4:id=2371(Q11_vas_ap),,[2371]
285,漆沢,38.57163049,140.64097675,ok,cont-2:id=2359(N1_vas_al),,[2359]
286,惣の関,38.34332374,140.9892067,ok,cont-2:id=2384(N2_soss),,[2384]
287,七北田,38.3572265,140.73751017,ok,cont-2:id=2376(N2_vas_al),,[2376]
288,川内沢,38.15539417,140.8305138,ok,cont-1:id=1902(Pg4_vis_al),,[1902]
289,釜房,38.20222596,140.69717181,ok,cont-2:id=2007(N3_vas_ai); cont-3:id=2376(N2_vas_al),500,"[2007, 2376]"
290,青下第2,38.3021516,140.69603301,ok,cont-2:id=2376(N2_vas_al),,[2376]
291,愛子溜池,38.26050525,140.75324645,ok,cont-2:id=2376(N2_vas_al),,[2376]
292,青下第3,38.30813199,140.69105871,ok,cont-2:id=2376(N2_vas_al),,[2376]
293,樽水,38.17850107,140.84223856,ok,cont-1:id=1902(Pg4_vis_al),,[1902]
294,青下第1,38.2983067,140.69466859,ok,cont-2:id=2376(N2_vas_al),,[2376]
295,大倉,38.32160479,140.70573813,ok,cont-2:id=871(N2_vbs_ai),,[871]
296,信夫,37.71612889,140.49727618,ok,cont-1:id=1884(K12_pim_a),,[1884]
297,山梨（上）,37.96701077,140.71121811,ok,cont-1:id=1884(K12_pim_a),,[1884]
298,村田,38.14885542,140.68761387,ok,cont-2:id=2376(N2_vas_al); cont-3:id=2384(N2_soss),500,"[2376, 2384]"
299,泉川,37.16110918,140.23279356,ok,cont-1:id=1951(J24-K11_soss_J3),,[1951]
300,六郎沼,37.68444762,140.42864634,ok,cont-4:id=2080(Q11_vis_al),,[2080]
301,龍生,37.28613717,140.13757164,ok,cont-2:id=2359(N1_vas_al),,[2359]
302,赤坂,37.14803283,140.10774515,ok,cont-4:id=2355(Q12_vas_ap); cont-5:id=1406(Q32-33_std),500,"[2355, 1406, 1883]"
303,七ヶ宿,37.95947917,140.51265104,ok,cont-2:id=2368(N3_vas_ap); cont-4:id=1403(Q22-H_sdd),500,"[2368, 1403]"
304,蓬莱,37.64480716,140.52802125,ok,cont-1:id=1884(K12_pim_a),,[1884]
305,西郷,37.18491508,140.07859797,ok,cont-4:id=2355(Q12_vas_ap),,[2355]
306,堀川,37.15505797,140.07440471,ok,cont-4:id=1879(Q2_v_ad); cont-5:id=1883(H_sad),500,[1883]
307,下北沢,37.39602114,140.23856844,ok,cont-2:id=1144(N1_som); cont-5:id=1406(Q32-33_std),500,"[1406, 1144]"
308,千五沢（再）,37.18856003,140.48538009,ok,cont-1:id=677(K12_mscma_lb),,[677]
309,千五沢（元）,37.18856003,140.48538009,ok,cont-1:id=677(K12_mscma_lb),,[677]
310,三春,37.40363666,140.47485398,ok,cont-1:id=1884(K12_pim_a),,[1884]
311,藤沼（再）,37.30194954,140.19511998,ok,cont-4:id=2355(Q12_vas_ap),,[2355]
312,藤沼副（再）,37.29920866,140.19538772,ok,cont-4:id=2355(Q12_vas_ap),,[2355]
313,山の入,37.63000762,140.4194918,ok,cont-4:id=1879(Q2_v_ad),,[1879]
314,深田調整池,37.38407615,140.25556427,ok,cont-2:id=1144(N1_som); cont-3:id=1949(N1_vis_al); cont-5:id=1883(H_sad),500,"[1144, 1949, 1883]"
315,摺上川,37.92666342,140.41613512,ok,cont-2:id=2368(N3_vas_ap); cont-5:id=1406(Q32-33_std),500,[1406]
316,大笹生,37.80669121,140.38732829,ok,cont-2:id=2359(N1_vas_al),500,[2359]
317,川原子,38.03696926,140.52626004,ok,cont-2:id=2368(N3_vas_ap),,[2368]
318,岳,37.60729397,140.36171588,ok,cont-1:id=1591(K12_pam_a); cont-4:id=1403(Q22-H_sdd); cont-5:id=1644(Q33-H_sfd),500,"[1591, 1644, 1403, 1580]"
319,高柴調整池,37.45982206,140.46628018,ok,cont-1:id=1591(K12_pam_a),,[1591]
320,藤倉,37.86125755,140.47279642,ok,cont-2:id=839(N1_vbs_al),,[839]
321,金沢調整池,37.34279473,140.44961421,ok,cont-1:id=1591(K12_pam_a),,[1591]
322,金沢調整池副堤,37.33975681,140.45034019,ok,cont-1:id=1591(K12_pam_a),,[1591]
323,犬神,37.02988686,140.27557079,ok,cont-1:id=664(J24-K11_som_J3),,[664]
324,三ツ森,37.54502868,140.3076668,ok,cont-2:id=1876(N2_snc); cont-4:id=1879(Q2_v_ad); cont-5:id=1883(H_sad),500,"[1876, 1883, 1879]"
325,根石,40.18482733,140.96548703,ok,cont-2:id=2368(N3_vas_ap),,[2368]
326,鴻の巣,37.85149784,140.89362091,ok,cont-2:id=2395(N3_sbs),,[2395]
327,松ヶ房,37.79718548,140.7721806,ok,cont-4:id=1403(Q22-H_sdd),,[1403]
328,真野,37.71866206,140.83330865,ok,cont-1:id=191(D3-P1_mscpe_hc),500,[191]
329,風兼,37.63519541,140.80306688,ok,cont-1:id=1884(K12_pim_a),,[1884]
330,高の倉,37.63015304,140.89158474,ok,cont-1:id=1884(K12_pim_a); cont-2:id=2393(N1_sbs); cont-5:id=1644(Q33-H_sfd),500,"[2393, 1884, 1586, 1644, 1591]"
331,岩部,37.64585,140.68659069,ok,cont-1:id=1884(K12_pim_a),,[1884]
332,横川,37.59900035,140.9058748,ok,cont-1:id=1591(K12_pam_a),,[1591]
333,鉄山,37.5726861,140.88095279,ok,cont-1:id=1884(K12_pim_a),500,"[1884, 1591]"
334,大迫,37.59110604,140.95205409,ok,cont-2:id=2395(N3_sbs); cont-5:id=1883(H_sad),500,[1883]
335,京の迫,37.51505324,141.01789274,ok,cont-2:id=2395(N3_sbs); cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),500,[1883]
336,大柿,37.51481431,140.88434927,ok,cont-1:id=1591(K12_pam_a),500,[1591]
337,大蔵,37.41172222,141.0127134,ok,cont-2:id=2395(N3_sbs); cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),500,"[1883, 2395, 1405]"
338,舘山溜池,37.37569981,140.97901344,ok,cont-2:id=2395(N3_sbs); cont-4:id=1405(Q31_std),500,"[1405, 2395]"
339,坂下,37.38316212,140.94447412,ok,cont-1:id=978(K12_pbd_a),,[978]
340,万右ェ門溜池,37.41281562,140.87198082,ok,cont-1:id=1884(K12_pim_a),,[1884]
341,小塚,37.41071901,140.93568669,ok,cont-1:id=1591(K12_pam_a),500,"[1591, 1884]"
342,滝川,37.35719341,140.93402374,ok,cont-1:id=1884(K12_pim_a),,[1884]
343,毛戸,37.36348828,140.87359216,ok,cont-1:id=1884(K12_pim_a),,[1884]
344,荻,37.34509996,140.90535411,ok,cont-1:id=978(K12_pbd_a),,[978]
345,木戸,37.27150872,140.91481396,ok,cont-1:id=1884(K12_pim_a),,[1884]
346,谷室沢,37.28393424,140.92748248,ok,cont-1:id=1884(K12_pim_a),,[1884]
347,一盃森溜池,37.18304929,140.92781812,ok,cont-1:id=1884(K12_pim_a),,[1884]
348,新池,37.14309579,140.94246702,ok,cont-1:id=2152(K21_sbss),,[2152]
349,千軒平溜池,37.1815355,140.90899618,ok,cont-1:id=1884(K12_pim_a),,[1884]
350,こまち,37.27947454,140.58650578,ok,cont-1:id=1884(K12_pim_a),,[1884]
351,小玉,37.12391819,140.82753048,ok,cont-1:id=1884(K12_pim_a),,[1884]
352,四時,36.90622006,140.71818906,ok,cont-1:id=677(K12_mscma_lb),500,"[677, 2019, 1043]"
353,高柴,36.95663889,140.7328056,ok,cont-1:id=677(K12_mscma_lb),,[677]
354,石コロビ池,34.40926525,132.52656253,ok,cont-1:id=1624(K21_pam_a),,[1624]
355,小野池,34.48040141,132.61788517,ok,cont-1:id=1624(K21_pam_a); cont-5:id=1644(Q33-H_sfd),500,"[1644, 1624]"
356,荒谷池,34.49304429,132.4369905,ok,cont-1:id=1624(K21_pam_a),,[1624]
357,小泊,41.12894306,140.33807206,ok,cont-2:id=2376(N2_vas_al),,[2376]
358,浪岡,40.71947505,140.67447118,ok,cont-2:id=1364(N3_som),,[1364]
359,相馬,40.55430088,140.31561865,ok,cont-2:id=2082(N3_vis_al),,[2082]
360,浅瀬石川,40.59733147,140.68981054,ok,cont-2:id=880(N2_vbs_al),,[880]
361,津刈,40.44320949,140.67318823,ok,cont-2:id=2368(N3_vas_ap),,[2368]
362,二庄内,40.58782412,140.72820334,ok,cont-4:id=2355(Q12_vas_ap),,[2355]
363,早瀬野,40.46749665,140.54546658,ok,cont-2:id=2368(N3_vas_ap); cont-5:id=1883(H_sad),500,[1883]
364,新小戸六,40.76713258,140.3298301,ok,cont-4:id=1882(Q1-21_so),,[1882]
365,飯詰,40.84112164,140.51638572,ok,cont-2:id=1364(N3_som),,[1364]
366,津軽（再）,40.53839096,140.25995882,ok,cont-2:id=1949(N1_vis_al),,[1949]
367,目屋（元）,40.53839096,140.25995882,ok,cont-2:id=1949(N1_vis_al),,[1949]
368,久吉,40.44251983,140.69239252,ok,cont-2:id=2368(N3_vas_ap),,[2368]
369,小田川,40.88879375,140.54078985,ok,cont-2:id=911(N3_vbs_al),,[911]
370,本郷川（元）,40.69124555,140.63720418,ok,cont-4:id=2336(Q2_vas_ap),,[2336]
371,本郷（再）,40.69124555,140.63720418,ok,cont-4:id=2336(Q2_vas_ap),,[2336]
372,遠部,40.42717516,140.64942133,ok,cont-2:id=880(N2_vbs_al),,[880]
373,一の渡,40.55695747,140.68246708,ok,cont-4:id=2415(Q1-21_sb),,[2415]
374,赤石,40.53583463,140.11125755,ok,cont-2:id=2094(N2_soi),,[2094]
375,水沢,40.35846308,140.0952407,ok,cont-2:id=2094(N2_soi),,[2094]
376,別所溜池,40.21158221,140.69359349,ok,cont-2:id=2376(N2_vas_al),500,[2376]
377,湯の沢,40.20272909,140.1678521,ok,cont-2:id=2376(N2_vas_al),,[2376]
378,餌釣,40.25379061,140.58440362,ok,cont-2:id=2376(N2_vas_al),,[2376]
379,素波里,40.33342694,140.22265433,ok,cont-2:id=2082(N3_vis_al),,[2082]
380,鹿倉,40.32988004,140.76203988,ok,cont-2:id=2376(N2_vas_al); cont-5:id=1406(Q32-33_std),500,[1406]
381,釈迦池,40.32876862,140.60296366,ok,cont-2:id=2376(N2_vas_al),,[2376]
382,早口,40.4043991,140.35401775,ok,cont-2:id=871(N2_vbs_ai),,[871]
383,不動池（元）,40.31191592,140.54052157,ok,cont-2:id=2376(N2_vas_al),,[2376]
384,松峰溜池（再）,40.31191738,140.54052375,ok,cont-2:id=2376(N2_vas_al),,[2376]
385,砂子沢,40.37589187,140.76872266,ok,cont-2:id=2376(N2_vas_al),,[2376]
386,山瀬,40.37014891,140.47209994,ok,cont-2:id=1949(N1_vis_al),,[1949]
387,岩神,40.27743772,140.59420847,ok,cont-2:id=2376(N2_vas_al),,[2376]
388,萩形,39.92464491,140.31329796,ok,cont-1:id=1993(K21_pim_a),,[1993]
389,柄沢第1号,40.26264748,140.58884576,ok,cont-2:id=2376(N2_vas_al),,[2376]
390,八面沢,40.17210207,140.58962906,ok,cont-2:id=2376(N2_vas_al),,[2376]
391,森吉山,40.03596198,140.45777442,ok,cont-2:id=880(N2_vbs_al); cont-3:id=2376(N2_vas_al),500,"[880, 2376]"
392,森吉,40.04775892,140.60641065,ok,cont-4:id=2355(Q12_vas_ap),,[2355]
393,滝川,39.9124079,139.79538252,ok,cont-2:id=2094(N2_soi),,[2094]
394,真山1号,39.93023626,139.77316611,ok,cont-2:id=2094(N2_soi),,[2094]
395,菅の沢,40.13556225,140.11932219,ok,cont-2:id=1269(N2_som),,[1269]
396,吉田溜池,39.8166485,140.10440767,ok,cont-2:id=1364(N3_som); cont-4:id=1646(Q22_sb),500,"[1364, 1646]"
397,外の沢,40.06223565,140.13082054,ok,cont-2:id=1269(N2_som),,[1269]
398,大由沢溜池,39.96847105,140.15014847,ok,cont-2:id=2094(N2_soi),,[2094]
399,袖ヶ沢堤,39.92443869,140.16164936,ok,cont-4:id=1646(Q22_sb),,[1646]
400,羽根川,40.05923143,140.10831707,ok,cont-2:id=1269(N2_som),,[1269]
401,相野々,39.27999075,140.64501945,ok,cont-2:id=1181(N2_sbm); cont-3:id=1364(N3_som),500,"[1181, 1364, 2094]"
402,明永溜池,39.32855708,140.57117302,ok,cont-2:id=1364(N3_som),,[1364]
403,潟尻第1,39.40332478,140.61598361,ok,cont-2:id=2024(N2_vis_al),,[2024]
404,神代,39.630075,140.68626564,ok,cont-2:id=2376(N2_vas_al),,[2376]
405,岩見,39.74534227,140.34253445,ok,cont-1:id=1902(Pg4_vis_al),,[1902]
406,倉狩沢,39.21252919,140.57719346,ok,cont-2:id=2359(N1_vas_al),,[2359]
407,南外,39.4371962,140.29767387,ok,cont-2:id=1269(N2_som),,[1269]
408,仏沢,39.43009811,140.61398449,ok,cont-2:id=1364(N3_som),,[1364]
409,杉ノ沢,39.39467512,140.42687183,ok,cont-2:id=2094(N2_soi),500,[2094]
410,協和,39.69263197,140.44094943,ok,cont-1:id=1902(Pg4_vis_al),,[1902]
411,皆瀬,39.05649636,140.62924906,ok,cont-2:id=2361(N3_sns),,[2361]
412,松倉,39.16798566,140.33117727,ok,cont-2:id=839(N1_vbs_al),,[839]
413,板戸,39.06770801,140.59705011,ok,cont-2:id=2361(N3_sns),,[2361]
414,旭川,39.80140066,140.21655405,ok,cont-2:id=2024(N2_vis_al),,[2024]
415,鎧畑,39.78981828,140.65345723,ok,cont-1:id=1993(K21_pim_a),,[1993]
416,長沼,39.36634104,140.61524807,ok,cont-2:id=2024(N2_vis_al),,[2024]
417,夏瀬,39.63450111,140.71064541,ok,cont-2:id=880(N2_vbs_al),,[880]
418,一丈木,39.46664304,140.60633256,ok,cont-2:id=1364(N3_som),,[1364]
419,滝の沢溜池,39.74927015,140.17679071,ok,cont-2:id=1364(N3_som),,[1364]
420,大深,39.92845581,140.7992947,ok,cont-4:id=2355(Q12_vas_ap),,[2355]
421,赤沢,39.16561334,140.35235139,ok,cont-2:id=2094(N2_soi),,[2094]
422,葛ヶ沢,39.3597164,140.38791808,ok,cont-2:id=2359(N1_vas_al),,[2359]
423,金沢溜池,39.37892408,140.58701887,ok,cont-2:id=1364(N3_som),,[1364]
424,玉川,39.83063288,140.64051187,ok,cont-1:id=1902(Pg4_vis_al); cont-2:id=2359(N1_vas_al),500,"[2359, 1902]"
425,大松川,39.30774085,140.64540792,ok,cont-2:id=2384(N2_soss),,[2384]
426,天狗沢沼,39.34827788,140.58206237,ok,cont-2:id=1364(N3_som),,[1364]
427,成瀬,39.03922357,140.71917101,ok,cont-2:id=2359(N1_vas_al),,[2359]
428,湯の沢溜池,39.19637681,140.62406497,ok,cont-2:id=2359(N1_vas_al); cont-3:id=2094(N2_soi); cont-5:id=1406(Q32-33_std),500,"[2359, 2094, 1406]"
429,堀田溜池,39.81360525,140.11862225,ok,cont-2:id=1364(N3_som),,[1364]
430,猿田沢溜池,39.80971634,140.11890009,ok,cont-2:id=1364(N3_som); cont-4:id=1646(Q22_sb),500,"[1646, 1364]"
431,大滝沢溜池,39.77860503,140.15306722,ok,cont-2:id=880(N2_vbs_al),,[880]
432,箒田溜池,39.81656943,140.11584624,ok,cont-2:id=1364(N3_som),,[1364]
433,鳥海,39.10339228,140.16585954,ok,cont-2:id=2082(N3_vis_al),,[2082]
434,黒森川第1,39.29708436,140.04201512,ok,cont-4:id=1880(Q3_v_ad),,[1880]
435,小羽広,39.38738135,140.23638904,ok,cont-2:id=2359(N1_vas_al),,[2359]
436,六ヶ村,39.41842816,140.10111918,ok,cont-2:id=1364(N3_som),,[1364]
437,大内,39.43694455,140.2553926,ok,cont-2:id=1269(N2_som),,[1269]
438,八塩,39.25993744,140.23621067,ok,cont-2:id=2359(N1_vas_al),,[2359]
439,真山5号,39.93695212,139.76519106,ok,cont-2:id=2094(N2_soi),,[2094]
440,月光川,39.02797853,139.98482365,ok,cont-4:id=1580(Q2_vis_al),,[1580]
441,堂見沢溜池,38.94854457,140.00397468,ok,cont-4:id=1880(Q3_v_ad),,[1880]
442,前田,38.34496046,140.20535355,ok,cont-2:id=1364(N3_som),,[1364]
443,堤沢,38.75384315,140.35830005,ok,cont-2:id=2395(N3_sbs),,[2395]
444,塔の沢,38.4732411,140.2917242,ok,cont-2:id=1364(N3_som),,[1364]
445,長谷地第2,38.2592949,140.141338,ok,cont-4:id=1880(Q3_v_ad),,[1880]
446,馬神溜池,38.3433553,140.14864567,ok,cont-4:id=2416(Q1-21_sn),,[2416]
447,平田溜池,38.4517963,140.28543032,ok,cont-2:id=1269(N2_som),,[1269]
448,木地山,38.14880213,139.92176761,ok,cont-1:id=1655(K22_pam_a),500,"[1655, 1983]"
449,ドコ堤,38.8640239,139.96669144,ok,cont-2:id=1364(N3_som),,[1364]
450,上郷,38.28731052,140.13582197,ok,cont-2:id=1364(N3_som),,[1364]
451,銀山川,38.57465548,140.52435311,ok,cont-2:id=2024(N2_vis_al),,[2024]
452,神室,38.91076982,140.42388494,ok,cont-2:id=1949(N1_vis_al),,[1949]
453,綱木川,37.84054628,140.04613792,ok,cont-2:id=1144(N1_som),,[1144]
454,古室堤,38.0443366,139.95507328,ok,cont-2:id=1269(N2_som),,[1269]
455,オドヤ堤,38.85967219,139.97146987,ok,cont-2:id=880(N2_vbs_al),,[880]
456,三又,38.65393934,139.98333191,ok,cont-4:id=1880(Q3_v_ad),,[1880]
457,本沢,38.18837395,140.24075924,ok,cont-2:id=2005(N1_vas_ai),,[2005]
458,水窪,37.86383026,140.16829774,ok,cont-1:id=1884(K12_pim_a),,[1884]
459,立谷沢川第1,38.62427002,140.04281993,ok,cont-2:id=880(N2_vbs_al),,[880]
460,小山ヶ沢溜池,38.5602194,140.35287917,ok,cont-2:id=2395(N3_sbs),,[2395]
461,松沢溜池,38.10082951,140.27863371,ok,cont-2:id=2359(N1_vas_al),,[2359]
462,寒河江,38.45333704,140.04014918,ok,cont-1:id=2098(Pg3_pim_a),,[2098]
463,菖蒲川,38.10156108,140.34644394,ok,cont-2:id=2359(N1_vas_al); cont-3:id=2387(N3_vas_al); cont-5:id=1406(Q32-33_std),500,[1406]
464,洗馬丁溜池,38.52190154,140.28929104,ok,cont-2:id=1269(N2_som),,[1269]
465,杉沢溜池,37.86610827,140.02807369,ok,cont-2:id=2359(N1_vas_al); cont-3:id=1269(N2_som); cont-5:id=1883(H_sad),500,[1883]
466,引竜第二,38.46360089,140.29419358,ok,cont-2:id=1364(N3_som),,[1364]
467,白水川,38.44868771,140.4751093,ok,cont-2:id=2359(N1_vas_al),,[2359]
468,高坂,38.96827283,140.16355576,ok,cont-2:id=2376(N2_vas_al),,[2376]
469,白川,37.97312027,139.92268675,ok,cont-2:id=1269(N2_som); cont-3:id=2384(N2_soss),500,"[1269, 2384]"
470,楯山溜池,38.39022825,140.21339003,ok,cont-2:id=1364(N3_som),,[1364]
471,山屋,38.91946573,140.18418551,ok,cont-2:id=2395(N3_sbs),,[2395]
472,一の沢,38.45907666,140.4483588,ok,cont-2:id=2005(N1_vas_ai); cont-3:id=2024(N2_vis_al),500,"[2005, 2024, 2359]"
473,水ヶ瀞（元）,38.45160243,140.0068856,ok,cont-2:id=1269(N2_som); cont-3:id=1949(N1_vis_al),500,"[1269, 1949]"
474,水ヶ瀞（再）,38.4345542,140.07258622,ok,cont-2:id=1269(N2_som),,[1269]
475,前川,38.12392498,140.23341979,ok,cont-2:id=2359(N1_vas_al),,[2359]
476,生居川,38.11941259,140.32930125,ok,cont-2:id=2387(N3_vas_al),,[2387]
477,藤田溜池,38.35422244,140.19559895,ok,cont-4:id=2416(Q1-21_sn),,[2416]
478,蛭沢溜池,38.02999651,140.23529977,ok,cont-2:id=2387(N3_vas_al),,[2387]
479,木川,38.28347413,140.03729556,ok,cont-1:id=1624(K21_pam_a),,[1624]
480,新鶴子,38.5325284,140.51979995,ok,cont-2:id=1483(N2_vis_ai),,[1483]
481,蔵王,38.19475129,140.44006156,ok,cont-1:id=1884(K12_pim_a),500,[1884]
482,鶴沢,38.54817674,140.49077057,ok,cont-2:id=1364(N3_som),,[1364]
483,伏熊,38.35674393,140.22028929,ok,cont-2:id=1364(N3_som),,[1364]
484,白石山,38.47940909,140.41028192,ok,cont-2:id=2359(N1_vas_al),,[2359]
485,最上小国川,38.69450525,140.58168582,ok,cont-2:id=1980(N3_vis_ap),,[1980]
486,長井,38.10082991,139.95730063,ok,cont-1:id=1983(K21_pin_a),,[1983]
487,田沢川,38.84304599,140.02793977,ok,cont-2:id=880(N2_vbs_al),,[880]
488,桝沢,38.85896501,140.37754083,ok,cont-2:id=2024(N2_vis_al),,[2024]
489,小以良川,38.82144733,140.37964875,ok,cont-2:id=2376(N2_vas_al); cont-3:id=2005(N1_vas_ai),500,"[2376, 2005, 2359]"
490,留山川,38.36089323,140.45102216,ok,cont-1:id=1884(K12_pim_a),,[1884]
491,荒沢,38.50746501,139.78332287,ok,cont-2:id=1949(N1_vis_al),,[1949]
492,新落合,38.55429688,139.81065998,ok,cont-1:id=2036(K22_pim_a); cont-5:id=1883(H_sad),500,[1883]
493,梵字川,38.5877895,139.88782594,ok,cont-2:id=1949(N1_vis_al),,[1949]
494,八久和,38.51213838,139.87510967,ok,cont-1:id=2036(K22_pim_a),,[2036]
495,月山,38.58331225,139.8960629,ok,cont-2:id=1949(N1_vis_al),,[1949]
496,温海川,38.59316259,139.66970947,ok,cont-1:id=1655(K22_pam_a),,[1655]
497,横川,38.03666604,139.82387607,ok,cont-1:id=2348(Pg4_vas_ap),,[2348]
498,豊実,37.69652326,139.56653281,ok,cont-1:id=2060(Pg1_pim_a); cont-4:id=1405(Q31_std),500,"[2060, 664, 1405]"
499,入山,37.49398084,139.71110883,ok,cont-2:id=2368(N3_vas_ap),,[2368]
500,山郷,37.60610907,139.68751334,ok,cont-2:id=2359(N1_vas_al); cont-3:id=2005(N1_vas_ai),500,"[2359, 2005]"
501,吉ヶ平,37.44749836,140.00584902,ok,cont-4:id=2355(Q12_vas_ap),,[2355]
502,奥只見,37.15398326,139.24976517,ok,cont-1:id=823(P_vb_al); cont-4:id=1403(Q22-H_sdd),500,"[823, 521, 1403]"
503,東山,37.46082749,139.96565614,ok,cont-2:id=2005(N1_vas_ai); cont-3:id=2359(N1_vas_al),500,"[2005, 2359, 1483]"
504,田島,37.23395997,139.73932004,ok,cont-2:id=2359(N1_vas_al),,[2359]
505,大鳥,37.21533201,139.21367564,ok,cont-1:id=522(P2_som),500,"[522, 1968]"
506,揚川,37.69319411,139.38729231,ok,cont-1:id=872(J2-31_sx_J2); cont-2:id=2393(N1_sbs); cont-3:id=2359(N1_vas_al); cont-5:id=2396(Q1-H_v_af),500,"[872, 2393, 2359, 2396, 1883]"
507,大内,37.34319067,139.87246118,ok,cont-2:id=839(N1_vbs_al); cont-3:id=2359(N1_vas_al); cont-5:id=1406(Q32-33_std),500,"[839, 2359, 1406]"
508,大川,37.34779089,139.91022236,ok,cont-1:id=1381(J24-K11_sosma_J3); cont-2:id=2005(N1_vas_ai),500,"[2005, 1381, 2060]"
509,冷田沢堤,37.67003235,139.70625363,ok,cont-2:id=2359(N1_vas_al),,[2359]
510,無量溜池,37.41646728,139.83023503,ok,cont-2:id=2359(N1_vas_al); cont-3:id=2005(N1_vas_ai); cont-4:id=2355(Q12_vas_ap); cont-5:id=1883(H_sad),500,[1883]
511,新郷,37.61124806,139.73591678,ok,cont-4:id=1405(Q31_std); cont-5:id=2396(Q1-H_v_af),500,"[2396, 1405]"
512,南原池,37.40578632,139.92970623,ok,cont-2:id=1144(N1_som),,[1144]
513,只見,37.335452,139.30133256,ok,cont-2:id=2359(N1_vas_al); cont-3:id=2005(N1_vas_ai); cont-5:id=1883(H_sad),500,[1883]
514,二岐,37.48675461,139.77715136,ok,cont-4:id=2416(Q1-21_sn),,[2416]
515,早出川,37.64269059,139.29327769,ok,cont-1:id=829(J1-22_sx_J1),500,"[829, 1655]"
516,新宮川,37.36413612,139.78121881,ok,cont-2:id=2170(N3_pim_a),,[2170]
517,大津岐,37.04784458,139.29851006,ok,cont-1:id=1655(K22_pam_a),500,[1655]
518,栃沢,37.39473916,139.87208595,ok,cont-2:id=2005(N1_vas_ai); cont-3:id=2359(N1_vas_al); cont-5:id=1883(H_sad),500,[1883]
519,大平沼,37.75478611,139.84398333,ok,cont-2:id=2359(N1_vas_al),,[2359]
520,日中,37.75248292,139.90754959,ok,cont-2:id=2005(N1_vas_ai),,[2005]
521,沢入堤,37.64572711,139.8274686,ok,cont-4:id=2416(Q1-21_sn),,[2416]
522,上田,37.48328457,139.53736317,ok,cont-2:id=2005(N1_vas_ai),,[2005]
523,大深沢,37.59552569,139.93229366,ok,cont-4:id=1403(Q22-H_sdd),,[1403]
524,滝,37.38703532,139.38464212,ok,cont-2:id=839(N1_vbs_al); cont-3:id=2005(N1_vas_ai),500,"[839, 2005]"
525,宮川,37.37563721,139.78765236,ok,cont-2:id=2368(N3_vas_ap),,[2368]
526,上野尻,37.63120946,139.63104412,ok,cont-2:id=2359(N1_vas_al); cont-5:id=2396(Q1-H_v_af),500,"[2396, 2359]"
527,関柴,37.68217518,139.92665885,ok,cont-2:id=2006(N2_vas_ai),,[2006]
528,田子倉,37.31082251,139.2872551,ok,cont-2:id=2359(N1_vas_al); cont-5:id=1883(H_sad),500,"[2359, 1883]"
529,小荒（元）,37.74289503,139.59616127,ok,cont-1:id=2060(Pg1_pim_a),,[2060]
530,新小荒（再）,37.74295027,139.59615313,ok,cont-1:id=2060(Pg1_pim_a),,[2060]
531,大輪久池,37.45824838,140.00454357,ok,cont-4:id=2355(Q12_vas_ap),,[2355]
